Participant,Age,Gender,States,Nike(Awareness),Nike(Consideration),Nike(Purchase),BrandPreference,Nike_OA,OA_Sentiment,comfortable,uncomfortable,eco-friendly,pricey,affordable,innovative,good quality,cool,classic,popular,casual,lifestyle,old-fashioned,exclusive,overrated,fashionable,impressive,confident,sociable,lazy,obnoxious,Urban Suburban Rural,Race,Education,Income,,pos,text
1754,43,1,37,1,0,0,0,"They are a woke company If they stayed out of politics, I would buy from them",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3,3,,0.73204744,it has a rich diversity of products and a variety of styles often released new products
1821,68,2,31,1,0,0,0,crap and elitist,0.006793837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,4,,0.9771016,amazing looks and comfert is perfect
1833,64,2,34,1,0,1,0,Run by a company that doesn't care about racism by store employees,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,3,,0.96702474,nike is one of the most popular brands of footwear and provides you with a relaxed feel with utmost style
1852,35,1,1,1,1,1,0,These are more expensive than they need to be,0.007531798,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,,0.9706052,it s very fashionable and very cool
1922,68,1,29,1,1,1,0,Nike products are performance-oriented and very durable ,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,4,5,,0.9652174,very fashionable and very cool
1924,60,2,23,1,1,1,0,Nike has wonderful products  Nike is a leader in athletic footwear  Nike is expensive,,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,2,1,6,1,,0.6777626,costly but quality good
2030,32,2,21,1,1,1,0,great bst product ever made in life everybody owns nike ,,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,,0.07211643,don t know
2168,51,1,44,1,1,1,0,its a good brand that lasts long wear,0.92682767,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,3,4,,0.08291447,they make shoes that are mostly for sports
2188,33,2,44,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,4,,0.82726264,many options in both athletic and casual wear other brands may have better options for functional athletic wear but the versatility in design provides good options for everyday wear
2192,54,1,19,1,1,1,0,Nike is a very popular brand with athletes and kids There a lot of basketball players that have their own style made and then Nike sells them for an outrageous amount,,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,2,1,3,2,,0.5823261,nike is a legacy brand that always has a stylish sneaker for sale they also make great athletic shoes i don t buy them often due to them not feeling right when i wear them i also tend to not buy the most popular brand they are still a great shoe to buy
2218,36,1,9,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,,0.73778474,good price and quality
2280,24,1,34,1,0,1,0,I love the neat clean look on white Nike's ,,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,,0.85363394,really high quality shoes with reasonable prices
2286,31,1,11,1,1,1,0,When I think of the brand Nike I think of basketball I think of all the kids growing up that didn't hake Nike shoes and were picked on relentlessly,,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,3,1,,0.977985,it is my favourite band
2293,27,1,3,1,0,0,0,"Nike is good, however they got themselves into politics and I dont like that ",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4,3,,0.42749828,the brand nike has been around since the s it is named after a greek goddess nike the goddess of victory it produces a wide range of sports apparel and equipment
2297,33,1,10,1,1,1,0,Nike has a wide variety of shoes There is no limit to what they come up with and the style they come out with They are not scared to use the color palatte ,,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,3,2,,0.9743972,nike is a great shoe company they design shoes for all ages
2308,39,2,6,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,,0.95574814,nike is an extremely popular brand world wide and is very involved in all sports including football basketball soccer and tennis
2321,36,1,49,1,1,0,0,Nikes are stylish but they are too expensive ,,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,4,3,,0.53891844,pioneers the goat industry leader in sneaker tech
2331,39,1,3,1,0,0,0,nike is known and is a big company i also like there nike cortez ,,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,,0.17053641,everyday wear
2334,37,1,10,1,1,1,0,its a sporty one for walking or basketball is what I notice them to be worn for I like the sneaker version or level sole version for wearing with a nice urban outfit The checker if nice and enlarged often times various colored to accompany the design of the shoe,,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,2,2,2,1,,0.84198767,nike is a forward thinking brand that s always innovating
2339,48,1,3,1,1,1,0,They are one the the most well know shoe brand for athletes,0.88584983,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,2,3,,0.19056351,modern shoe company focused on popular culture and style
2344,41,1,5,1,0,1,0,Nike is branded and their sneakers last for long They don't get worn out so fast,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,7,6,,0.9850465,i like this brand its my favorite
2375,44,1,48,1,0,0,0,Prestigious and sports focused,0.45686167,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,5,6,,0.986458,it is very good smart and very confident it is make you very happy
2378,51,1,48,1,1,1,0,"Style, good fit workout shoes",,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,2,5,,0.42969263,overpriced but high quality sports shoes and other gear
2379,34,1,5,1,1,1,0,Nike is a sports brand that has lots of styles of athletic and sporty sneakers,0.6582945,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,6,7,,0.41558182,comfy athletic shoes
2417,21,1,5,1,1,0,0,I don't have any Nike shoes but may consider buying them in the future ,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,,0.9836616,it is the best and i trust in it it is strong and greet
2565,22,1,5,1,1,1,0,There are fashiabol or a sporty shoes ,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,1,,0.9779009,so good for me
2653,50,2,11,1,0,0,0,A once popular brand that has become way too political in recent years,0.020993613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,3,,0.11183573,nike is a brand of shoes
2686,35,2,5,1,0,0,0,its also make me create a good feel when i use that,0.903282,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,7,6,,0.81890666,a distinctive brand with a good reputation
3037,35,1,22,1,1,1,0,nike makes my favorite running shoes that are innovative and modern,0.96550214,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,7,8,,0.9639644,one of the best quality brans s on the market
3065,21,3,39,1,1,1,0,Nike produces luxury athletic wear for various different athletic needs,0.36785942,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,5,1,,0.9527134,look good and fashionable
3067,31,1,31,1,0,0,0,Nike is a great sporty shoes brand which anyone with sporty vibes can wear anywhere,0.9804376,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,5,3,1,,0.41738188,reliable always in style consistent
3097,29,1,33,1,1,1,0,A brand that has been at the forefront of street style for some time ,,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,6,6,3,,0.6725592,the brad nike is a shoe for all kinds of sports like basketball tenis and football
3149,30,2,39,1,1,1,0,it is excellent i love it,0.98997915,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,2,7,7,,0.9054125,nike is a leader in the shoe industry and provides stylish usable affordable shoes
3164,30,3,7,1,0,0,0,Nike is sporty for active people,0.6124385,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,3,8,,0.35864952,nike is more of a kid friendly brand more often used by school kids
3196,36,2,33,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,0.9895046,this brand is really awesome and this brand is really famous
3201,37,2,14,1,0,0,0,"Just Do It Nike is a brand that has faced some bad PR for child labor in other countries They're made famous by celebrity athletes who have wordvertised for the brand I don't find them particularly comfortable, though they do look nice",,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,7,7,,0.084821925,they make shoes or running
3205,34,2,36,1,0,0,0,"OVERPRICED, CHINESE BASKETBALL SHOES ALL THE COLORED BOYS LIKE STEALING",,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,2,1,3,5,,0.4669958,nike is a big company that makes apparal shoes and is a major advertiser in pro and college sports
3226,32,1,10,1,1,0,0,THE NIKE BRAND IS A SHOE THAT STANDS OUT WITH GREAT COLORS AND DESIGNS,0.9705669,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2,3,2,,0.008756828,i cannot understand their popularity
3235,26,1,47,1,1,1,0,"Nike is an American brand, and one of the most recognizable and famous brands in existence They create outerwear, activewear, and loungewear, and specialize in sneakers Their signature logo is the checkmark",,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,2,6,3,,0.94081664,nike is an iconic brand which most people like
3238,24,1,34,1,0,0,0,Nike is a brand I do not have positive associations with They have had many labor violations and do not treat their workers fairly I would not buy Nike branded anything,0.002279786,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,6,2,,0.047729302,my favorite brnad quality of the shoes can be suspect at time
3259,21,1,44,1,1,1,0,Nike has multiple kinds of shoes that you can shop for and many different styles for different occasions,0.5403393,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,3,3,,0.2063262,nike is an oregon based athletic company making training and running shoes they also sponsor major athletes in most sports
3265,25,3,15,1,1,0,0,More modern brand that is very popular among teenagers,,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,2,1,3,1,,0.7035748,very popular
3271,33,3,43,1,0,1,0,Good but always too exspensive for me Usually handme downs,0.06590914,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,3,6,6,8,,0.98605657,best brand comfortable and the design is really beautiful
3291,35,2,44,1,0,0,0,they're overpriced pieces of trash that wear down in a few months,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,,0.2520094,a pair of clothes shoes etc that you can wear
3364,58,2,36,1,1,1,0,love them because they last and look cool with the swoosh logo,0.9894288,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,,0.30277824,ffs its a shoe brand i don t know i just buy whats cheap and feels sturdy
4346,61,2,26,1,0,0,0,Nike brand has a swoosh logo and says just do it,0.272402,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,7,7,,0.039803572,seems to be more of a basketball sneaker typically has higher ankles on the shoes than i like
4504,46,3,5,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,5,,0.36986932,nike is nike everyone knows the brand
4710,61,2,3,1,1,1,0,too expensive,0.018608315,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,5,8,,0.09088215,the sneakers are comfortable but the company bends its knee to the will of the chinese communist party
4714,59,1,11,1,1,1,0,Typical and effective benefits ,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,7,,0.11840269,has broad styles
4727,62,1,21,1,0,1,0,athletic shoes of all types,0.08677146,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,,0.9263574,one of the most popular brands that has shoes for different occasions you can wear them for athletic activities casually and they have boots that you could wear during the colder months in colder cities
4847,63,1,26,1,0,0,0,athletic shoes is about all I know,0.06386916,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,,0.9755602,the most famous shoe brand in the world and the swoosh symbol is iconic and the best shoe logo
4876,66,2,22,1,0,0,0,Over priced yet popular,0.09757475,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,6,5,,0.98367554,nike is my all time favorite althetic shoe that comes in a variety of different styles good for exercise and every day wear nike air max are my favorite
4882,55,2,31,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,7,,0.045923125,it is a clothes brand that sells athletics wear
5015,49,1,48,1,0,0,0,"I am not a fan of Nike's treatment of employees, so I have no interest in ever buying anything from them",,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,6,4,8,,0.18003473,classic there is always a style or pair that fit your outfit they have something for every occasion but they are so expensive
5074,21,1,36,1,0,0,0,"sport, long standing",,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,6,3,,0.3134927,is very like brand and duration for all
5078,34,1,33,1,0,0,0,Nike is just a popular brand name and is no way better than other sneaker companies ,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,6,4,,0.90802485,great brand of shoe i think they are most know for that best know for michael jordan i think that is what made them who they are today
5151,48,1,23,1,0,0,0,Nike is a competitive sport shoe brand they make great styles with quality functionality ,,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,2,2,,0.9538914,nike is a brand for active individuals of all ages great styles and great comfort
5255,43,1,36,1,0,0,0,Nike tries to buy public opinion by siding with people on social issues and I don't like that,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,2,,0.9445266,nike is famous brand of world its very lasting leather good lookin comfertable smooth nice atractive brand
5293,28,2,36,1,1,1,0,"They are a large brand that only cares about their bottom line They are ""high tech"" but fall apart easy ",,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,6,2,,0.05726981,the standard brand for shoes
5295,36,1,10,1,0,1,0,"Nike is athletic, sporty, and a quality brand",,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,3,1,6,3,,0.9836315,nike is very power full brand and love this brand
5308,27,1,44,1,1,1,0,The Nike logo is memorable It has the checkmark engrained on its brand of shoes,0.8441081,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,2,2,6,1,,0.53700554,ok shoes a reasonable amount of choice in wide sizes
5332,28,1,41,1,0,0,0,They have some amazing shoes and they are so comfortable,0.9888228,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,,0.96883094,love working out in metcons
5336,26,1,44,1,0,0,0,"Old, ""Just Do It"" cliche tag line, Boring",,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,4,1,,0.9892853,probably one of my favorite looks in sneakers i feel the quality is very good as well
5337,38,1,34,1,0,0,0,Nike is also a well known brand They come in different varieties ,,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,4,1,,0.8489032,they make a consistent good shoe
5351,29,1,43,1,1,1,0,"A fitness, sports and fashion brand ",,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,1,3,2,,0.73354167,nike is a brand that i connect to die hard athletes
5356,22,1,43,1,1,1,0,I own multiple pair of Nike shoes They are great work out shoes and also great fro just every day normal wear ,,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,,0.04391894,great selection but overpriced whenever they run specials or promotions they always seem to be out of stock when i try to order
5361,36,1,10,1,1,1,0,"I love them because they are more sporting, therefore are more confortable",,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,2,3,3,2,,0.114685774,i see nike as rich people shoes most people can t afford nike
5364,22,1,11,1,1,1,0,Nike provides athletic shoes of different kinds and always brings the best to their shoes,0.92448705,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2,2,6,4,,0.3297742,nike nice styles but run narrow
5388,30,2,21,1,1,1,0,I think they make quality performance shoes that are also very fashionable and cool,0.9622084,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,3,1,9,3,,0.13156164,a food everyday shoe and work out shoe
5482,40,1,10,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,6,7,,0.16281065,nice shoe but expensive the last time i bought nike i spend over and it only lasted a few months
5549,33,2,44,1,1,1,0,Nike is brand for playing basketball,,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,2,1,6,4,,0.94053805,it is a reputable brand that offers high quality products they are priced for the market fit well and are long lasting
5787,64,2,10,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,4,,0.010692732,too small and cheaply made
5995,37,1,5,1,1,1,0,"Cool shoes, good for workouts",,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,6,7,4,,0.36507562,global company that provides a range of athletic and designer wear
6166,42,1,5,1,0,1,0,Nike is well known for its logo swoosh It sponsors top athletes It manufactures a wide range of products which include footwear and apparel,0.83945405,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,6,7,,0.8794199,athletic shoes very popular with most athletes
6239,37,1,5,1,1,1,0,"Reliable brand, well known and with a significant range of models",,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,6,8,,0.9251716,its the best one
6247,51,1,29,1,0,1,0,Trying too hard to be relevant Just make sneakers,0.048311964,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,2,1,3,7,,0.032848377,too corporate
6269,30,1,5,1,1,1,0,"To me, Nike is a medium to high-end brand that focuses on individuality and performance ",,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,6,5,,0.2183665,i think of them as a brand for athletes and young people
6287,48,1,5,1,1,1,0,I love the zero gravity ones in black and white,0.9665577,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,6,6,,0.21487114,i used to buy nike sneakers all the time when i was a kid
6320,29,1,33,1,1,1,0,The top tier athletic company Iconic,0.84711754,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,5,2,,0.26005664,sporty tries hard to be cool sneakerheads love them but they run too narrow for me
6334,33,2,33,1,0,1,0,It is comfortable ,,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,5,2,,0.7161562,expensive but look nice
6340,24,3,9,1,0,1,0,"Nike is for basketball players and ""cool"" people and are ridiculously overpriced and overblown (I mean, have you SEEN those stores?)",,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,6,1,,0.10917906,this is more every day wear or for basketball or football
6503,28,2,10,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,3,,0.021792559,don t know anything about them
6506,27,1,5,1,1,1,0,nike is an expensive shoe,0.03849391,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,5,3,1,,0.9687271,nike is the biggest brand and their shoes have a good consistency in quality
6507,31,1,5,1,1,1,0,most know for athletic use,0.11052453,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,,0.022110017,used to be the cool basketball shoes now they just seem overpriced
6508,22,1,5,1,1,1,0,Basic girl vibes ,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,1,6,1,,0.50095236,i like the way nike fits but they are expensive to purchase
6511,30,1,4,1,1,0,0,More expensive but attractive,,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,1,3,2,,0.007228139,they are too expensive and the are made in china
6534,20,3,26,1,1,1,0,"A pretty athletic brand, more known for just the sleek black look",,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,4,,0.2563012,brand recognition is more important than the shoe
6535,18,1,5,1,0,0,0,it has a check mark,0.12646948,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,8,,0.001832204,this is a brand i would never own they support radical groups such as blm and other racist organizations
6557,24,1,14,1,1,1,0,Nike has a lot of different shoes It is more of an athletic leisure wear brand ,,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,6,3,,0.6736651,nike is a champion brand builder its advertising slogans bo knows just do it there is no finish line have moved beyond advertising into popular expression its athletic footwear and clothing have become a piece of americana its brand name is as well known around the world as ibm and coke
6569,19,1,5,1,0,1,0,Nike is a major sports company known for their shoes and apparel ,,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,,0.21833922,high end
6572,31,3,26,1,0,1,0,Nike is a great shoe company that makes decent looking workout shoes for running and exercise using state of the art technology They're very innovative and I'm wearing a pair right now after a workout!,,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,6,5,,0.003757419,stay away from purchasing nike products because of the slave labor they use
6690,23,3,26,1,1,1,0,"I think of excersise, biking, running ",,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,,0.017861404,my opinion is that nike is a woke company which tries to be politically correct uses professional athletes in its marketing quality not on par with the image it is trying to convey manufactured overseas with cheap labor
6923,24,1,16,1,1,1,0,They are an athletic brand,0.4059437,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,,0.9343208,cool shoes good for workouts
1117,66,2,21,1,0,1,0,"I had a couple of pairs before, but they don't fit too well",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,7,7,,0.66331935,nike is the leading brand
1122,68,2,41,1,0,1,0,I'm not a Phil Knight fan and avoid purchasing Nike products,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,7,4,,0.89045286,i like nike because of the style and comfort level of some shoes
1178,38,2,21,1,1,1,0, very comfortable and quality material is very good,,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,6,,0.5388472,great looking tennis shoes that run slightly small and have poor support for the foot
1202,57,1,5,1,1,1,0,most popular brand,,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,6,7,,0.05610506,too narrow last
1204,63,1,47,1,1,1,0,"I am not really a fan of Nike right now,",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,5,,0.97926956,nike sneakers are great because there are many different options styles and colors
1205,58,1,16,1,0,0,0,"I have bought the brand Nike before and like their shoes but as I've got older I never consider purchasing them
for some reason ",,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,1,,0.7952828,comfortable supportive shoes at a reasonable price
1209,63,1,37,1,0,0,0,"Nike is a higher priced brand, so I won't buy a pair",,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,,0.13326743,fashionable but a little bit more expensive than other brands
1221,64,1,21,1,0,0,0,I really don't remember seeing any Nike's lately,,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,8,,0.13243015,known world wide
1236,61,1,28,1,1,1,0,Has a wide variety of styles for athletes ,,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,,0.9479691,has stayed up to date and has some great running shoes
1250,46,1,38,1,1,1,0,Hometown sneakers that meet the on the go person's needs,,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,3,1,6,3,,0.19741094,sporty sneaker
1257,68,1,31,1,0,0,0,Expensive because of the logo,0.05930169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,7,4,,0.002506578,horrible i would never buy from nike again woke liberal disgusting company and their shoes are too narrow anyways
1277,69,2,10,1,0,0,0,A well known sports brand,0.1850406,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,,0.84344727,nike is a reputable brand with consistent products that are readily available
1285,66,2,10,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,,0.9316683,nike shoes are classic comfortable reliable stylish and my go to
1287,68,1,36,1,0,0,0,I know nothing of this brand,0.012868823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,1,,0.013574204,high end good quality don t fit me very well
1299,69,2,1,1,0,0,0,Athletic shoes and apparel ,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,,0.02803851,nike is typically overpriced and usually not in styles i like
1306,67,1,48,1,1,1,0,Nike has sturdy performance sneakers,0.6226165,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,6,,0.97618866,nike s are the best running shoes ever
1317,58,2,44,1,1,0,0,high end shoes,0.18310538,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,9,3,,0.83945405,nike is well known for its logo swoosh it sponsors top athletes it manufactures a wide range of products which include footwear and apparel
1329,53,1,10,1,0,1,0,Sneakers that popular with famous athletes,0.076818466,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,6,3,,0.7488338,nike has some great unique designs but a little expensive for the new styles
1341,50,1,21,1,1,1,0,Nike is a well known brand,0.4860737,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,,0.9430548,cool and stylish good for running basketball soccer and street wear
1344,45,1,44,1,0,1,0, Nike is an innovative brand,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,,0.12647939,trendy and brand partnerships on the flashier side
1347,53,1,34,1,1,1,0,good brand sneaker that is durable,0.87103564,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,5,6,4,,0.029532518,i like them but they don t fit my feet well
1348,49,1,5,1,1,1,0,Nike sells all things that have to do with exercise and sports,0.11107753,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,5,6,7,,0.08842748,i think of michael jordan and basketball
1350,54,1,11,1,1,1,0,I usually buy Nike brand for my husband he loves the Nike brand I purchase the running shoe and just the sneakers I get dark colors or gray with some color usually ,,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1,3,2,,0.98470956,i love my nike shoes they are comfortable and go with anything
1358,53,1,44,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,8,,0.33831516,nike shoes are comfortable and look good but they are rather expensive
1362,46,1,11,1,0,1,0,Nike are overpriced if you want me to be honest,0.022690669,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,4,,0.71186894,nike is a trendy brand with a variety of shoes
1364,52,1,14,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,6,,0.3689867,swoosh fast hype collectible
1366,53,1,23,1,0,0,0,Nike is an established and popular brand,0.6951736,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,5,7,7,,0.18527454,quality tennis shoe
